Driver_Age,Vision_Quality,Driving_Speed,Weather,Accident,Severe_Hospitalization
43.5,86.4,75.5,Rain,0,0
70.0,73.3,42.5,Rain,0,0
82.6,31.8,64.1,Rain,1,1
31.7,83.1,65.8,Snow,1,1
53.1,86.5,56.1,Rain,1,1
37.2,99.2,71.2,Snow,0,0
71.1,52.9,63.1,Clear,1,1
56.7,91.1,66.2,Clear,0,1
60.5,89.5,55.6,Clear,0,0
71.5,73.3,53.6,Snow,1,1
44.5,99.1,58.1,Clear,0,0
79.3,64.5,53.2,Clear,0,1
53.7,82.9,76.5,Clear,0,0
28.6,96.6,75.7,Rain,0,0
64.6,78.0,69.9,Clear,1,1
71.1,66.5,73.3,Rain,1,0
39.2,100.0,65.6,Snow,0,0
75.4,45.4,55.2,Rain,1,1
78.7,41.4,77.4,Clear,1,1
36.6,100.0,87.0,Clear,0,0
83.9,44.0,36.9,Clear,0,1
27.4,93.3,80.1,Clear,0,0
31.5,100.0,74.6,Clear,0,0
30.3,97.8,83.3,Rain,0,0
77.9,62.2,48.6,Clear,1,1
61.8,83.1,54.1,Rain,0,0
28.2,100.0,69.2,Snow,0,0
47.5,100.0,62.5,Clear,0,0
59.2,88.3,71.7,Snow,0,0
23.6,98.2,66.0,Rain,0,0
77.1,57.9,50.1,Clear,1,0
71.8,61.9,40.6,Clear,1,1
51.8,100.0,76.5,Clear,0,0
82.8,39.9,66.8,Clear,1,1
46.0,86.6,65.5,Rain,0,0
83.9,29.1,50.6,Clear,1,1
62.8,90.9,66.6,Rain,0,1
60.5,89.9,77.7,Clear,0,0
29.1,91.6,79.6,Clear,0,0
77.1,56.8,49.4,Clear,0,0
46.6,76.5,52.4,Clear,0,0
28.9,97.1,64.5,Clear,0,0
18.8,100.0,80.4,Clear,0,0
55.5,98.7,58.4,Rain,0,0
53.3,79.7,67.8,Rain,0,0
66.2,68.1,55.2,Clear,0,1
77.6,43.7,45.6,Clear,1,1
23.3,87.2,66.1,Clear,0,0
67.0,87.1,76.0,Clear,0,0
30.6,100.0,83.9,Rain,0,0
75.5,58.6,74.3,Rain,1,1
72.9,72.1,63.4,Rain,1,0
54.2,86.6,61.2,Clear,1,1
65.6,79.0,74.2,Rain,1,1
39.1,88.9,71.2,Clear,0,0
49.6,84.9,69.6,Snow,0,0
73.0,49.5,57.6,Clear,0,0
48.8,89.8,38.2,Clear,0,0
42.0,90.1,86.5,Clear,1,0
51.1,92.7,71.7,Clear,0,0
73.5,61.6,61.1,Rain,0,1
40.5,89.7,70.4,Rain,0,0
29.6,88.4,77.0,Clear,0,0
65.7,80.1,54.9,Rain,0,1
73.3,67.1,64.0,Clear,1,1
24.7,88.2,64.2,Clear,0,0
34.1,94.3,75.4,Snow,0,0
27.5,98.1,81.8,Rain,0,0
41.3,84.9,68.7,Clear,0,0
48.2,83.2,71.6,Clear,1,1
68.2,75.4,50.0,Clear,1,1
61.6,73.5,52.9,Rain,0,0
59.6,86.2,65.7,Snow,0,0
41.6,83.4,77.3,Clear,0,0
74.4,67.2,38.7,Rain,0,0
49.6,100.0,72.6,Clear,0,0
83.6,29.7,48.3,Clear,1,1
60.5,87.3,61.1,Snow,0,0
26.5,90.8,63.2,Clear,0,0
63.3,90.2,53.4,Clear,0,0
39.8,81.2,80.9,Rain,0,0
64.0,85.5,61.9,Clear,0,0
22.7,91.1,74.3,Clear,0,0
29.7,93.7,74.1,Snow,1,0
75.3,48.1,62.0,Rain,1,1
33.2,100.0,78.3,Rain,0,0
74.1,52.7,56.8,Clear,1,0
36.7,96.9,83.4,Clear,0,0
61.1,80.0,72.5,Snow,1,1
64.5,80.5,65.5,Clear,0,0
52.3,87.4,66.8,Clear,0,0
38.5,85.7,78.4,Clear,0,0
32.2,96.0,77.4,Clear,0,0
20.2,100.0,89.7,Clear,0,0
38.4,85.6,80.8,Rain,1,1
61.8,91.9,52.3,Snow,0,0
80.9,55.1,44.0,Clear,0,0
76.4,47.4,49.6,Rain,0,0
69.3,59.2,69.2,Rain,1,1
70.8,69.6,43.1,Rain,0,0
62.6,77.8,66.1,Clear,0,0
35.4,100.0,76.6,Clear,0,0
78.8,48.4,67.3,Clear,1,1
62.9,75.6,63.8,Clear,0,0
55.5,75.8,51.5,Clear,0,0
25.4,100.0,67.4,Clear,0,0
48.0,83.4,56.2,Clear,1,1
48.8,88.0,62.3,Clear,0,0
75.9,62.6,55.0,Clear,0,0
54.6,81.5,53.7,Clear,0,0
43.5,89.4,84.5,Rain,0,0
83.4,36.8,40.6,Clear,0,0
25.4,100.0,90.5,Rain,0,0
46.3,93.4,80.5,Snow,0,0
20.8,97.1,87.9,Rain,0,0
67.6,75.5,53.2,Rain,0,0
79.5,43.4,58.8,Snow,1,1
36.8,80.7,59.7,Clear,0,0
75.5,58.0,66.1,Snow,1,1
37.6,100.0,71.4,Rain,0,1
79.0,40.5,51.5,Rain,1,1
68.5,66.6,47.6,Clear,0,0
71.9,57.6,33.7,Clear,1,1
19.2,100.0,69.1,Rain,0,0
82.5,42.8,65.3,Rain,0,0
66.7,75.9,56.5,Rain,1,1
38.4,84.5,70.1,Clear,0,0
73.6,61.4,64.3,Clear,1,1
36.9,79.9,90.5,Clear,0,0
76.5,54.8,69.9,Clear,1,1
25.5,100.0,67.3,Clear,0,0
65.1,70.8,41.7,Clear,1,1
54.2,73.2,89.1,Clear,0,0
24.5,100.0,100.1,Clear,0,0
34.2,88.6,75.4,Clear,0,0
18.8,100.0,67.0,Snow,0,0
49.4,86.2,77.1,Rain,0,1
38.2,90.6,70.8,Rain,0,0
58.1,87.5,62.8,Clear,0,1
37.9,85.0,81.0,Rain,1,0
38.1,93.0,75.3,Clear,0,0
67.8,71.4,48.2,Snow,0,0
21.2,88.1,75.5,Rain,0,0
78.5,51.5,62.4,Clear,0,1
75.1,54.8,62.3,Rain,1,1
62.7,80.8,64.7,Clear,0,1
57.7,74.4,73.4,Clear,0,0
77.8,63.2,52.5,Rain,1,1
30.4,100.0,76.8,Clear,0,0
23.3,100.0,44.1,Clear,0,0
34.0,91.1,69.1,Rain,0,0
71.2,52.4,66.3,Clear,1,1
20.3,100.0,75.2,Rain,0,0
57.0,83.9,59.7,Snow,0,0
84.7,27.9,42.9,Clear,1,1
75.3,59.7,67.1,Clear,0,0
52.9,95.4,71.5,Clear,0,0
22.3,98.1,86.5,Clear,0,0
73.7,70.5,40.5,Clear,0,0
58.1,92.6,62.3,Clear,0,0
25.7,88.3,74.1,Clear,0,0
24.3,92.1,74.7,Clear,1,0
78.9,55.4,49.5,Rain,1,1
62.8,60.4,58.6,Rain,1,1
73.6,59.5,66.3,Rain,1,1
76.9,41.2,37.3,Clear,1,1
56.3,80.9,82.4,Clear,0,0
52.7,83.7,71.0,Rain,0,0
46.8,85.6,68.0,Clear,0,0
39.2,87.1,80.6,Clear,0,0
47.1,79.6,53.8,Rain,0,0
69.8,87.9,52.6,Clear,0,1
58.3,98.8,62.7,Clear,0,0
77.8,41.2,69.7,Rain,1,1
47.7,100.0,67.7,Snow,0,0
58.7,80.5,68.2,Clear,1,1
60.3,84.1,57.2,Clear,0,0
57.6,83.6,69.0,Clear,0,0
65.1,75.7,77.9,Rain,1,0
33.9,100.0,83.6,Clear,0,0
52.3,87.3,65.5,Clear,0,0
25.0,93.4,84.0,Snow,0,0
43.8,79.3,75.5,Clear,0,0
50.7,79.8,72.0,Snow,1,1
61.7,69.4,73.6,Snow,1,0
81.7,41.3,65.6,Clear,1,1
58.2,74.3,62.6,Rain,1,0
67.8,72.3,66.5,Clear,0,1
51.9,97.4,62.6,Rain,0,0
60.5,92.6,53.8,Rain,0,0
22.8,97.8,75.4,Clear,0,0
35.0,92.5,72.4,Rain,0,0
42.2,100.0,53.7,Rain,0,0
49.7,91.5,75.9,Clear,0,0
21.1,96.2,51.1,Clear,0,0
27.4,84.8,103.4,Clear,0,0
36.5,95.7,87.6,Clear,0,0
83.1,44.4,51.4,Snow,1,1
40.2,86.1,71.2,Rain,1,1
50.3,89.4,70.1,Clear,0,0
31.1,91.8,68.9,Clear,1,0
58.9,82.2,65.6,Clear,0,0
36.8,72.6,71.0,Clear,1,0
31.9,92.7,73.5,Clear,0,0
52.6,93.9,68.0,Clear,0,0
18.4,94.8,66.7,Clear,0,0
18.5,100.0,80.2,Snow,1,0
32.7,88.1,75.8,Rain,0,0
20.5,100.0,80.3,Rain,0,0
25.2,95.4,74.9,Clear,0,0
40.7,83.4,82.3,Snow,0,0
71.8,75.6,55.0,Rain,0,0
56.3,92.1,66.9,Rain,1,0
52.3,81.4,79.2,Clear,0,0
37.7,96.1,71.3,Clear,0,0
80.4,48.5,57.2,Clear,1,1
44.6,94.5,68.4,Clear,0,0
23.8,84.1,90.0,Rain,0,0
59.3,91.5,60.9,Snow,1,1
25.6,92.4,89.8,Clear,0,0
41.1,87.9,69.7,Clear,0,0
52.0,100.0,57.8,Rain,0,0
76.6,55.8,63.4,Clear,1,1
51.1,83.7,63.7,Rain,0,0
65.1,63.4,67.4,Rain,1,1
84.5,45.5,30.0,Clear,1,1
26.8,85.7,76.5,Rain,0,0
36.4,84.6,68.0,Clear,0,0
44.4,86.8,58.8,Rain,0,1
46.3,100.0,63.2,Rain,0,0
45.5,95.2,63.2,Rain,0,0
78.8,46.8,55.2,Clear,1,1
65.8,81.6,47.2,Clear,0,0
58.7,78.9,66.9,Clear,0,0
38.7,92.8,85.4,Clear,0,0
73.2,62.1,60.7,Rain,1,1
82.0,48.2,62.5,Clear,1,1
73.0,69.7,68.9,Rain,0,1
18.1,100.0,92.3,Clear,0,0
60.6,80.0,81.6,Clear,0,0
21.4,100.0,73.6,Rain,0,0
35.3,92.4,65.9,Clear,0,0
22.0,89.7,86.2,Rain,0,0
58.5,80.6,70.9,Clear,1,1
64.0,82.3,69.4,Snow,1,1
25.7,100.0,95.8,Clear,0,0
43.7,88.2,69.8,Rain,0,0
48.6,78.1,72.0,Clear,1,1
42.7,90.6,60.3,Clear,0,0
26.1,97.7,98.1,Snow,0,0
46.1,90.3,65.4,Rain,0,1
68.3,80.6,56.8,Clear,0,0
22.8,100.0,74.6,Clear,0,0
23.4,93.1,71.4,Clear,0,0
41.8,85.6,63.2,Clear,1,0
81.1,34.2,49.5,Rain,1,1
62.8,87.7,48.4,Clear,0,0
63.5,93.4,54.0,Clear,0,1
42.2,87.8,89.8,Rain,1,0
57.8,82.2,71.4,Clear,0,0
18.7,100.0,89.0,Rain,0,0
60.6,87.0,74.7,Snow,0,0
79.2,50.6,73.9,Clear,1,1
59.0,74.1,45.9,Rain,0,0
76.5,58.9,44.3,Clear,0,0
66.5,70.2,52.6,Clear,1,1
26.1,87.7,72.1,Clear,0,0
78.5,46.1,52.8,Clear,1,0
22.5,93.5,73.7,Clear,0,0
53.8,83.9,67.9,Clear,0,0
27.5,84.7,76.5,Rain,0,0
18.8,100.0,72.5,Rain,0,0
46.3,97.7,46.9,Snow,0,0
37.8,76.5,62.2,Clear,1,1
50.6,94.8,61.5,Clear,0,0
56.7,78.0,62.1,Clear,0,1
20.9,100.0,67.5,Clear,0,0
26.2,96.2,71.8,Clear,0,0
55.4,85.3,53.7,Rain,0,0
41.0,89.3,69.5,Clear,0,0
66.9,86.4,49.7,Clear,0,0
61.7,72.6,54.0,Clear,0,0
74.7,62.9,44.3,Clear,1,1
64.4,90.3,59.9,Clear,0,0
46.8,94.2,59.8,Clear,0,0
63.1,100.0,71.0,Rain,0,0
36.5,88.4,76.7,Clear,0,0
38.5,99.4,71.1,Rain,0,1
70.9,66.3,50.9,Clear,1,1
47.9,97.9,71.8,Clear,0,1
71.5,65.6,65.5,Rain,1,1
73.1,58.7,59.4,Clear,1,0
75.5,66.6,73.1,Clear,0,0
79.4,42.7,60.0,Rain,1,1
46.9,77.1,77.6,Clear,1,1
39.4,87.3,72.8,Clear,1,0
57.0,89.3,71.2,Rain,0,0
42.9,100.0,62.1,Rain,0,0
58.3,84.8,59.3,Clear,0,0
65.3,91.1,64.6,Clear,0,0
64.1,70.7,65.0,Rain,0,0
43.1,86.4,75.0,Clear,0,0
29.2,93.2,86.5,Clear,0,0
46.8,87.5,54.2,Clear,0,0
27.6,96.9,66.4,Snow,0,0
77.6,56.4,58.4,Clear,1,1
41.2,87.2,63.5,Rain,0,1
28.3,97.0,109.6,Clear,0,0
19.7,99.0,84.5,Clear,0,0
61.3,75.3,61.9,Rain,1,1
60.7,82.0,57.8,Snow,0,0
40.8,89.7,66.1,Clear,1,1
22.8,96.8,78.4,Clear,0,0
45.4,89.3,70.1,Snow,0,0
38.9,92.3,67.1,Rain,0,0
63.4,78.4,59.1,Clear,0,0
58.6,93.9,77.2,Clear,0,0
42.4,80.9,84.1,Rain,1,1
32.6,88.4,76.7,Rain,0,0
84.2,57.4,40.1,Snow,1,1
48.4,79.5,73.2,Clear,0,0
64.1,70.7,77.1,Clear,0,0
27.4,100.0,89.9,Rain,1,0
50.5,70.4,74.3,Clear,1,0
19.8,97.4,93.5,Clear,0,0
51.9,100.0,67.0,Clear,0,0
82.6,26.6,60.4,Clear,1,1
43.7,73.8,62.9,Clear,1,1
20.6,87.0,81.9,Rain,0,0
20.1,100.0,92.5,Rain,0,0
44.0,98.6,63.7,Clear,0,0
28.7,91.6,67.1,Clear,1,0
19.6,100.0,80.3,Clear,0,0
68.7,83.5,57.5,Rain,0,0
48.7,100.0,74.2,Clear,0,0
37.4,90.3,67.7,Rain,1,1
78.3,30.9,73.1,Clear,0,1
25.8,90.3,64.0,Clear,0,0
82.0,36.9,66.9,Rain,1,1
39.0,89.5,63.9,Clear,0,0
77.5,49.6,38.2,Clear,0,0
58.4,92.8,66.2,Clear,0,0
73.4,71.3,55.3,Clear,0,0
83.9,34.4,42.5,Clear,1,1
37.3,100.0,55.5,Clear,0,0
82.4,42.3,54.2,Rain,1,1
44.1,90.1,79.3,Rain,1,0
43.8,96.9,75.5,Rain,0,0
40.8,91.5,71.4,Clear,0,0
54.3,100.0,70.3,Rain,0,1
28.3,84.4,75.6,Clear,0,0
55.1,81.0,50.9,Clear,0,0
54.3,84.5,51.3,Clear,1,1
69.0,75.0,57.5,Snow,1,0
73.9,70.1,56.1,Clear,1,1
47.5,88.0,76.7,Snow,0,0
38.3,80.5,79.5,Clear,1,0
35.4,99.8,79.1,Clear,0,0
31.0,100.0,72.0,Clear,0,0
21.9,82.9,64.6,Rain,0,0
40.9,90.8,74.9,Clear,1,0
36.1,80.0,78.0,Rain,0,0
82.7,33.3,30.2,Rain,1,1
55.4,77.8,56.7,Rain,1,1
41.3,97.2,63.8,Clear,0,0
56.9,85.4,65.6,Snow,0,0
27.3,86.0,68.2,Rain,0,0
47.8,95.1,67.7,Clear,0,0
60.0,71.7,61.1,Rain,1,1
50.8,89.5,65.3,Clear,0,0
44.9,82.7,62.1,Clear,0,0
84.6,31.3,47.0,Clear,1,1
77.0,56.5,45.6,Clear,0,0
59.8,87.5,67.1,Clear,0,0
56.1,95.4,70.5,Clear,0,0
59.6,82.7,55.7,Rain,0,0
31.5,97.1,89.8,Snow,1,0
44.5,85.9,66.3,Snow,1,0
20.6,100.0,94.2,Clear,0,0
49.9,90.8,60.8,Rain,0,0
54.4,84.7,45.2,Clear,0,0
33.3,79.5,77.9,Rain,1,1
82.6,41.6,56.6,Clear,1,1
78.9,50.7,56.0,Clear,1,1
66.4,72.4,54.2,Rain,0,0
53.7,75.4,65.4,Clear,0,0
76.3,65.9,51.6,Clear,1,1
26.8,100.0,73.5,Rain,0,0
71.0,65.1,67.2,Clear,1,1
26.4,87.6,78.5,Clear,0,0
71.2,59.7,64.8,Clear,1,1
36.5,100.0,70.3,Clear,0,0
76.8,54.1,53.1,Clear,0,1
81.3,37.8,43.2,Rain,1,1
28.0,100.0,72.3,Clear,0,0
49.0,81.1,34.4,Rain,0,0
83.7,48.3,47.8,Clear,1,0
50.4,97.9,66.2,Clear,0,0
75.9,51.4,62.5,Rain,0,0
57.4,79.2,61.5,Rain,0,0
43.1,69.0,73.4,Rain,1,1
37.1,80.5,50.5,Snow,0,0
31.6,83.8,74.0,Clear,1,0
69.0,72.6,42.8,Clear,0,0
43.9,87.0,57.6,Rain,0,0
52.3,75.5,64.4,Clear,0,0
51.0,84.6,79.6,Clear,0,0
56.7,88.6,68.2,Clear,0,0
76.0,59.0,57.0,Rain,0,0
83.7,21.1,53.5,Clear,1,1
45.3,88.1,61.9,Clear,1,0
73.4,49.9,52.4,Clear,0,0
69.2,78.3,63.8,Rain,0,0
56.4,90.9,50.8,Clear,0,0
82.1,33.1,60.3,Clear,1,1
31.4,88.5,70.7,Rain,0,0
25.3,93.4,85.3,Snow,1,0
75.2,38.7,66.7,Rain,1,0
47.4,90.9,51.5,Rain,0,0
74.7,55.6,51.5,Clear,0,0
77.8,58.2,47.5,Clear,1,0
22.2,89.5,60.2,Clear,0,0
77.2,47.0,46.0,Rain,1,1
48.0,75.9,92.4,Clear,1,0
52.2,78.3,72.4,Rain,0,0
60.0,73.8,82.4,Snow,1,0
80.1,53.0,63.5,Clear,1,0
19.3,93.9,72.1,Clear,0,0
49.9,88.2,63.4,Clear,0,0
64.1,78.5,67.5,Clear,0,0
66.4,67.6,65.0,Clear,1,1
64.4,80.1,55.7,Rain,1,1
27.0,100.0,61.3,Clear,0,0
38.1,82.3,104.9,Clear,0,0
42.0,96.9,69.0,Clear,0,0
71.9,57.8,55.2,Snow,0,0
36.7,88.7,73.7,Rain,0,0
32.1,98.6,71.9,Snow,0,0
82.1,34.7,55.6,Snow,1,1
18.6,100.0,92.6,Clear,0,0
84.9,31.0,52.0,Clear,1,1
63.3,82.9,50.2,Clear,0,0
73.5,41.7,56.2,Clear,1,1
37.7,77.5,67.5,Rain,0,0
19.0,100.0,93.9,Clear,0,0
67.4,83.6,71.9,Clear,1,1
73.9,52.6,58.7,Rain,0,0
67.6,73.0,47.4,Rain,0,0
27.6,98.5,63.9,Rain,0,0
68.5,78.4,60.0,Clear,0,0
69.5,54.1,62.8,Rain,1,1
62.1,75.3,58.6,Clear,0,0
69.3,68.1,54.7,Clear,0,0
74.7,63.6,51.4,Rain,0,1
59.1,100.0,63.3,Snow,0,0
23.9,95.8,53.8,Clear,0,0
50.7,75.7,55.9,Clear,0,0
23.2,100.0,71.6,Clear,0,0
45.3,99.6,81.2,Clear,0,0
45.3,90.0,61.0,Rain,0,0
22.4,91.0,80.0,Clear,0,0
41.4,98.3,72.9,Rain,0,0
25.4,100.0,90.0,Rain,0,0
72.2,55.8,71.0,Clear,0,0
81.5,44.7,54.0,Clear,1,1
22.8,100.0,73.3,Clear,0,0
82.0,49.9,47.8,Clear,1,1
53.0,85.5,63.6,Clear,0,0
38.1,89.1,67.6,Clear,0,0
23.1,100.0,83.5,Rain,0,0
51.5,76.9,70.8,Clear,0,0
71.2,69.8,64.6,Rain,1,1
65.4,69.3,73.6,Clear,1,1
21.4,100.0,97.3,Rain,0,0
22.9,96.0,79.3,Snow,0,0
45.0,99.4,80.2,Clear,1,0
37.8,96.0,68.6,Rain,1,0
33.6,84.0,85.6,Rain,0,0
36.8,100.0,83.1,Rain,0,0
71.8,77.2,68.6,Rain,0,0
80.3,51.6,56.0,Clear,0,0
45.1,83.1,62.5,Clear,0,0
78.7,45.8,41.8,Clear,0,1
39.5,92.5,71.0,Clear,0,0
49.9,81.6,82.6,Snow,1,1
33.1,100.0,70.8,Rain,0,0
60.9,84.0,70.7,Clear,0,0
83.6,15.0,62.2,Rain,1,1
58.4,86.5,61.0,Rain,0,0
42.0,87.6,83.6,Clear,1,1
61.4,82.0,33.6,Clear,0,0
26.2,93.8,64.5,Clear,0,0
77.5,57.6,47.0,Rain,0,0
51.7,95.5,58.3,Rain,0,0
48.1,90.2,71.3,Clear,0,0
57.3,81.6,67.2,Clear,0,1
59.9,82.9,67.2,Rain,1,1
22.8,98.2,84.0,Snow,0,0
63.7,75.3,52.2,Rain,0,1
34.2,98.1,61.3,Rain,0,0
65.8,82.9,64.8,Clear,0,1
73.1,74.1,51.7,Clear,0,1
71.9,74.8,42.7,Clear,0,0
55.0,79.7,74.9,Rain,0,0
52.9,92.6,80.0,Clear,0,0
27.6,88.6,91.7,Rain,1,0
69.9,74.9,61.1,Clear,1,1
36.2,88.6,79.0,Rain,0,0
51.3,78.5,80.4,Clear,0,0
37.0,94.6,66.0,Clear,0,0
27.0,75.0,87.5,Rain,0,0
60.2,69.1,65.9,Clear,1,1
21.6,97.1,87.7,Snow,1,0
68.2,74.3,61.8,Clear,0,0
39.3,88.5,84.5,Clear,0,0
18.0,87.4,82.2,Rain,0,0
52.2,79.8,51.5,Rain,0,0
21.1,100.0,93.3,Clear,0,0
36.5,97.3,63.1,Snow,0,0
65.4,80.2,73.6,Clear,0,0
22.2,100.0,77.4,Clear,0,0
74.2,62.2,69.3,Clear,0,0
18.3,93.9,91.2,Clear,0,0
34.5,91.1,77.7,Clear,0,0
67.6,63.6,65.2,Clear,1,1
39.2,90.7,75.8,Clear,0,0
24.8,100.0,57.1,Rain,0,0
42.1,95.8,71.5,Clear,0,0
36.1,100.0,61.6,Snow,0,0
74.5,56.1,59.1,Rain,1,1
39.0,100.0,60.2,Clear,1,1
70.9,65.6,47.0,Clear,0,0
77.8,62.4,72.1,Clear,0,1
47.1,88.2,79.1,Rain,0,0
79.0,53.3,55.6,Clear,1,1
43.3,100.0,71.7,Clear,0,0
82.6,37.4,51.7,Snow,1,1
24.0,99.4,83.3,Rain,0,0
64.0,91.9,54.8,Clear,0,0
51.1,85.7,76.7,Clear,0,0
44.0,79.0,67.1,Rain,0,0
60.4,100.0,58.8,Rain,0,0
65.2,77.1,61.4,Clear,0,1
18.3,100.0,74.0,Clear,0,0
29.2,100.0,78.8,Rain,0,0
65.8,74.5,55.5,Rain,0,0
62.6,74.1,66.8,Rain,0,0
82.7,40.7,66.3,Clear,1,1
69.0,57.3,52.4,Snow,1,0
81.7,38.8,53.2,Clear,1,1
65.1,83.0,65.8,Clear,0,1
38.0,89.9,67.7,Rain,0,0
25.1,84.8,81.8,Clear,0,0
70.4,81.0,64.6,Rain,0,0
61.2,83.6,73.6,Clear,0,0
21.2,100.0,72.6,Rain,0,0
42.1,88.3,60.9,Clear,0,0
82.1,33.1,51.3,Rain,1,1
51.5,88.7,56.9,Clear,0,0
47.0,86.7,74.0,Rain,0,0
48.7,78.3,56.1,Rain,0,0
32.0,100.0,97.7,Clear,0,0
42.7,85.1,83.1,Clear,1,1
42.8,75.4,70.2,Clear,0,0
21.5,100.0,87.3,Rain,0,0
69.4,66.5,43.1,Clear,1,1
45.9,84.0,94.1,Clear,0,0
73.1,47.7,52.1,Clear,0,0
75.0,71.2,56.0,Snow,0,0
32.2,84.0,55.8,Clear,0,0
62.0,82.9,67.2,Clear,0,0
49.6,94.6,56.3,Rain,0,0
77.0,55.8,57.4,Rain,1,1
32.5,93.7,68.8,Clear,0,0
63.4,68.2,51.1,Snow,1,0
58.7,77.2,55.7,Rain,0,0
37.8,93.6,74.3,Clear,0,0
27.2,90.0,63.5,Clear,0,0
61.7,84.2,55.0,Rain,0,0
67.5,80.7,66.8,Clear,0,0
39.1,99.2,97.6,Clear,0,0
61.2,72.9,67.5,Clear,0,0
44.5,100.0,60.2,Rain,0,1
65.8,85.5,57.2,Clear,0,0
31.3,94.6,75.0,Rain,0,0
77.6,59.6,52.6,Clear,0,0
37.3,100.0,81.3,Rain,0,0
42.6,78.6,72.3,Rain,0,0
21.9,96.6,87.5,Clear,1,0
25.5,78.0,73.9,Rain,0,0
52.6,87.7,79.4,Clear,0,0
35.9,95.8,71.2,Rain,0,0
74.0,59.3,47.9,Clear,1,1
19.0,94.4,101.4,Clear,0,0
43.4,73.4,51.6,Snow,1,0
40.6,93.9,63.6,Snow,0,0
19.3,100.0,73.2,Clear,0,0
26.3,91.9,101.7,Clear,0,0
45.7,92.4,87.0,Clear,0,0
51.0,74.2,81.7,Rain,1,1
45.1,92.8,65.9,Clear,0,0
53.6,82.6,90.0,Clear,0,0
57.9,78.0,67.7,Clear,0,0
18.7,93.7,89.5,Snow,0,0
49.1,84.4,69.4,Clear,0,0
82.6,42.1,53.7,Clear,1,1
52.8,75.6,63.6,Clear,1,1
63.4,78.7,59.7,Clear,0,0
38.9,91.3,77.7,Rain,1,1
69.9,60.7,62.9,Snow,1,1
69.8,84.1,59.0,Rain,0,1
52.9,79.2,81.1,Clear,0,0
83.4,31.7,30.0,Rain,1,1
26.4,88.8,81.7,Clear,0,0
19.1,100.0,86.7,Clear,0,0
69.6,74.6,70.8,Snow,1,1
72.1,56.7,57.7,Clear,0,0
26.1,100.0,78.9,Clear,0,0
35.8,94.5,82.7,Snow,1,0
19.2,100.0,94.4,Clear,0,0
37.7,89.4,69.1,Rain,0,0
69.8,63.7,61.9,Snow,0,0
52.7,88.8,82.9,Clear,0,0
41.3,86.3,49.4,Clear,0,0
42.9,100.0,63.1,Clear,0,0
18.1,89.8,94.6,Clear,0,0
38.1,100.0,82.9,Clear,0,0
61.3,81.8,67.9,Rain,0,1
83.3,39.7,49.4,Clear,1,1
74.8,64.5,48.5,Clear,0,0
19.6,94.3,73.5,Clear,1,0
78.2,56.4,71.4,Clear,0,0
70.5,46.4,52.7,Rain,0,1
70.3,62.8,60.1,Clear,1,1
48.7,80.3,60.2,Rain,0,0
44.7,79.3,77.8,Clear,0,0
38.3,90.2,66.5,Clear,0,0
22.4,100.0,77.3,Clear,0,0
33.3,99.5,57.0,Clear,0,1
34.5,95.3,57.3,Rain,0,0
50.4,81.7,67.1,Clear,0,0
68.1,76.8,46.7,Snow,1,1
49.7,88.3,88.4,Clear,0,0
21.9,100.0,57.8,Snow,0,0
82.2,46.2,46.3,Clear,0,1
81.2,42.7,54.9,Clear,1,1
70.6,60.6,55.3,Clear,0,1
84.4,29.4,42.4,Clear,1,1
54.5,81.0,55.8,Rain,1,1
82.5,36.7,44.3,Clear,1,1
23.1,100.0,75.1,Clear,0,0
42.5,95.9,89.7,Clear,0,0
33.1,93.6,74.7,Clear,0,0
31.1,94.9,86.6,Rain,1,0
27.4,97.4,81.3,Rain,1,1
59.7,79.2,74.5,Rain,0,1
70.3,61.0,31.1,Clear,0,0
56.7,70.5,61.5,Snow,1,1
27.8,90.5,89.1,Rain,0,0
72.3,67.4,52.5,Clear,1,1
60.6,77.3,80.6,Clear,0,0
44.0,87.7,84.4,Snow,0,0
63.2,85.7,57.2,Clear,1,1
35.4,97.2,68.0,Rain,0,0
41.1,82.1,60.6,Clear,0,0
79.5,54.4,49.1,Clear,1,1
37.5,100.0,59.9,Rain,0,0
49.5,78.4,71.7,Rain,1,0
77.6,44.3,41.6,Clear,1,0
65.4,89.7,67.1,Rain,0,0
22.2,97.2,84.6,Clear,0,0
27.9,78.3,59.4,Rain,0,0
18.5,88.6,95.3,Snow,1,0
60.3,81.1,68.2,Rain,0,0
48.0,78.7,75.5,Clear,1,0
27.0,93.1,68.8,Clear,0,0
82.2,40.2,60.6,Rain,0,0
53.5,97.5,77.1,Clear,0,0
34.2,91.2,72.5,Clear,0,0
51.5,95.2,86.6,Snow,1,0
63.5,93.2,62.2,Clear,0,0
23.1,100.0,89.4,Clear,0,0
36.4,94.9,75.6,Clear,0,0
72.1,48.5,64.2,Clear,1,1
48.8,91.4,51.0,Clear,0,0
54.6,93.7,69.1,Snow,0,0
47.0,87.8,61.1,Clear,0,0
20.9,100.0,70.4,Clear,0,0
29.1,100.0,93.0,Rain,0,0
47.9,92.6,65.9,Rain,0,0
32.0,100.0,64.4,Rain,0,0
21.3,100.0,75.1,Clear,0,0
74.5,38.4,44.4,Rain,1,1
83.7,32.2,68.0,Clear,1,1
71.1,76.0,51.8,Clear,0,0
75.2,50.3,62.4,Clear,1,1
34.2,91.7,87.1,Clear,0,0
